locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNONLJBP_04993	CDS	216				hypothetical protein
MNONLJBP_04994	CDS	654		4.2.1.53	COG4716	Oleate hydratase
MNONLJBP_04995	CDS	135				hypothetical protein
MNONLJBP_04996	CDS	315				hypothetical protein
MNONLJBP_04997	CDS	192				hypothetical protein
MNONLJBP_04998	CDS	189				hypothetical protein
MNONLJBP_04999	CDS	327				hypothetical protein
MNONLJBP_05000	CDS	318				hypothetical protein
MNONLJBP_05001	CDS	564	lepB_2	3.4.21.89	COG0681	Signal peptidase I
MNONLJBP_05002	CDS	636				hypothetical protein
MNONLJBP_05003	CDS	543	gmk_2	2.7.4.8	COG0194	Guanylate kinase
MNONLJBP_05004	CDS	426				hypothetical protein
MNONLJBP_05005	CDS	183				hypothetical protein
MNONLJBP_05006	CDS	219				hypothetical protein
MNONLJBP_05007	CDS	474				hypothetical protein
MNONLJBP_05008	CDS	576				hypothetical protein
MNONLJBP_05009	CDS	456	crgA_2			Cell division protein CrgA
MNONLJBP_05010	CDS	228				hypothetical protein
MNONLJBP_05011	CDS	96				hypothetical protein
MNONLJBP_05012	CDS	609				hypothetical protein
MNONLJBP_05013	CDS	315	murT_2	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
MNONLJBP_05014	CDS	606				hypothetical protein
MNONLJBP_05015	CDS	366				hypothetical protein
MNONLJBP_05016	CDS	222				hypothetical protein
MNONLJBP_05017	CDS	360				hypothetical protein
MNONLJBP_05018	CDS	354	atpH_2			ATP synthase subunit delta
MNONLJBP_05019	CDS	624				hypothetical protein
MNONLJBP_05020	CDS	492				hypothetical protein
MNONLJBP_05021	CDS	300				hypothetical protein
MNONLJBP_05022	CDS	318				hypothetical protein
MNONLJBP_05023	CDS	159				hypothetical protein
MNONLJBP_05024	CDS	186				hypothetical protein
MNONLJBP_05025	CDS	96				hypothetical protein
MNONLJBP_05026	CDS	246				hypothetical protein
MNONLJBP_05027	CDS	357				hypothetical protein
MNONLJBP_05028	CDS	555	rlmN_2	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
MNONLJBP_05029	tRNA	76				tRNA-Asn(gtt)
MNONLJBP_05030	CDS	447	tsaD_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MNONLJBP_05031	CDS	543				hypothetical protein
MNONLJBP_05032	CDS	294				hypothetical protein
MNONLJBP_05033	CDS	492				hypothetical protein
MNONLJBP_05034	CDS	300				hypothetical protein
MNONLJBP_05035	CDS	699	purF_2	2.4.2.14		Amidophosphoribosyltransferase
MNONLJBP_05036	CDS	297				hypothetical protein
MNONLJBP_05037	CDS	144				hypothetical protein
MNONLJBP_05038	CDS	732				hypothetical protein
MNONLJBP_05039	CDS	669	purR_2			HTH-type transcriptional repressor PurR
MNONLJBP_05040	CDS	363				hypothetical protein
MNONLJBP_05041	CDS	204				hypothetical protein
MNONLJBP_05042	CDS	375				hypothetical protein
MNONLJBP_05043	CDS	516				hypothetical protein
MNONLJBP_05044	CDS	186				hypothetical protein
MNONLJBP_05045	CDS	261				hypothetical protein
MNONLJBP_05046	CDS	315				hypothetical protein
MNONLJBP_05047	CDS	411				hypothetical protein
MNONLJBP_05048	CDS	249				hypothetical protein
MNONLJBP_05049	CDS	609				hypothetical protein
MNONLJBP_05050	CDS	177				hypothetical protein
MNONLJBP_05051	CDS	105				hypothetical protein
MNONLJBP_05052	CDS	270				hypothetical protein
MNONLJBP_05053	CDS	405				hypothetical protein
MNONLJBP_05054	CDS	774	secY_2		COG0201	Protein translocase subunit SecY
MNONLJBP_05055	CDS	699	dedA		COG0586	Protein DedA
MNONLJBP_05056	CDS	690	mutY_2	3.2.2.31	COG1194	Adenine DNA glycosylase
MNONLJBP_05057	CDS	465				hypothetical protein
MNONLJBP_05058	CDS	186				hypothetical protein
MNONLJBP_05059	CDS	312				hypothetical protein
MNONLJBP_05060	CDS	552				hypothetical protein
MNONLJBP_05061	CDS	123				hypothetical protein
MNONLJBP_05062	CDS	264				hypothetical protein
MNONLJBP_05063	CDS	249				hypothetical protein
MNONLJBP_05064	CDS	645	trpS_2	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MNONLJBP_05065	CDS	342				hypothetical protein
MNONLJBP_05066	CDS	402				hypothetical protein
MNONLJBP_05067	CDS	195				hypothetical protein
MNONLJBP_05068	CDS	318				hypothetical protein
MNONLJBP_05069	CDS	408				hypothetical protein
MNONLJBP_05070	CDS	432				hypothetical protein
MNONLJBP_05071	CDS	360	rplV_2		COG0091	50S ribosomal protein L22
MNONLJBP_05072	CDS	315				hypothetical protein
MNONLJBP_05073	CDS	183				hypothetical protein
MNONLJBP_05074	CDS	180				hypothetical protein
MNONLJBP_05075	CDS	108				hypothetical protein
MNONLJBP_05076	CDS	183				hypothetical protein
MNONLJBP_05077	CDS	495	ppa_2	3.6.1.1	COG0221	Inorganic pyrophosphatase
MNONLJBP_05078	CDS	375				hypothetical protein
MNONLJBP_05079	CDS	219	infA_2		COG0361	Translation initiation factor IF-1
MNONLJBP_05080	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
MNONLJBP_05081	CDS	369				hypothetical protein
MNONLJBP_05082	CDS	690				hypothetical protein
MNONLJBP_05083	CDS	285				hypothetical protein
MNONLJBP_05084	CDS	123				hypothetical protein
MNONLJBP_05085	CDS	318				hypothetical protein
MNONLJBP_05086	CDS	204				hypothetical protein
MNONLJBP_05087	CDS	261				hypothetical protein
MNONLJBP_05088	CDS	162				hypothetical protein
MNONLJBP_05089	CDS	261				hypothetical protein
MNONLJBP_05090	CDS	153				hypothetical protein
MNONLJBP_05091	CDS	162				hypothetical protein
MNONLJBP_05092	CDS	627				hypothetical protein
MNONLJBP_05093	CDS	381				hypothetical protein
MNONLJBP_05094	CDS	354				hypothetical protein
MNONLJBP_05095	CDS	225				hypothetical protein
MNONLJBP_05096	CDS	198				hypothetical protein
MNONLJBP_05097	CDS	168				hypothetical protein
MNONLJBP_05098	CDS	117				hypothetical protein
MNONLJBP_05099	CDS	324				hypothetical protein
MNONLJBP_05100	CDS	174				hypothetical protein
MNONLJBP_05101	CDS	414				hypothetical protein
MNONLJBP_05102	CDS	495				hypothetical protein
MNONLJBP_05103	CDS	255				hypothetical protein
MNONLJBP_05104	CDS	360				hypothetical protein
MNONLJBP_05105	CDS	186	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
MNONLJBP_05106	CDS	300				hypothetical protein
MNONLJBP_05107	CDS	234				hypothetical protein
MNONLJBP_05108	CDS	96				hypothetical protein
MNONLJBP_05109	CDS	306				hypothetical protein
MNONLJBP_05110	CDS	756	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
MNONLJBP_05111	CDS	267				hypothetical protein
MNONLJBP_05112	CDS	756				hypothetical protein
MNONLJBP_05113	CDS	366				hypothetical protein
MNONLJBP_05114	CDS	429				hypothetical protein
MNONLJBP_05115	CDS	240				hypothetical protein
MNONLJBP_05116	CDS	411	ppgK_2	2.7.1.63	COG1940	Polyphosphate glucokinase
MNONLJBP_05117	CDS	306				hypothetical protein
MNONLJBP_05118	CDS	318				hypothetical protein
MNONLJBP_05119	CDS	150				hypothetical protein
MNONLJBP_05120	CDS	612				hypothetical protein
MNONLJBP_05121	CDS	468				hypothetical protein
MNONLJBP_05122	CDS	312	prfB_2		COG1186	Peptide chain release factor 2
MNONLJBP_05123	CDS	198				hypothetical protein
MNONLJBP_05124	CDS	213				hypothetical protein
MNONLJBP_05125	CDS	240				hypothetical protein
MNONLJBP_05126	CDS	330	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
MNONLJBP_05127	CDS	192				hypothetical protein
MNONLJBP_05128	CDS	453	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
MNONLJBP_05129	CDS	123				hypothetical protein
MNONLJBP_05130	CDS	258				hypothetical protein
MNONLJBP_05131	CDS	96				hypothetical protein
MNONLJBP_05132	CDS	519	argR_2		COG1438	Arginine repressor
MNONLJBP_05133	CDS	132				hypothetical protein
MNONLJBP_05134	CDS	291	zur_2		COG0735	Zinc uptake regulation protein
MNONLJBP_05135	CDS	231				hypothetical protein
MNONLJBP_05136	CDS	594	glfT2_2	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
MNONLJBP_05137	CDS	180				hypothetical protein
MNONLJBP_05138	CDS	573				hypothetical protein
MNONLJBP_05139	CDS	756				hypothetical protein
MNONLJBP_05140	CDS	567	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
MNONLJBP_05141	CDS	342				hypothetical protein
MNONLJBP_05142	CDS	291				hypothetical protein
MNONLJBP_05143	CDS	243				hypothetical protein
MNONLJBP_05144	CDS	414				hypothetical protein
MNONLJBP_05145	CDS	132				hypothetical protein
MNONLJBP_05146	CDS	480				hypothetical protein
MNONLJBP_05147	CDS	663	senX3_2	2.7.13.3		Signal-transduction histidine kinase senX3
MNONLJBP_05148	CDS	213				hypothetical protein
MNONLJBP_05149	CDS	225	dtd_2	3.1.1.96		D-aminoacyl-tRNA deacylase
MNONLJBP_05150	CDS	237				hypothetical protein
MNONLJBP_05151	CDS	93				hypothetical protein
MNONLJBP_05152	CDS	309	rplU_2		COG0261	50S ribosomal protein L21
MNONLJBP_05153	CDS	408				hypothetical protein
MNONLJBP_05154	CDS	717				hypothetical protein
MNONLJBP_05155	CDS	288				hypothetical protein
MNONLJBP_05156	tRNA	90				tRNA-Ser(gct)
MNONLJBP_05157	CDS	507	scpB_2		COG1386	Segregation and condensation protein B
MNONLJBP_05158	CDS	315				hypothetical protein
MNONLJBP_05159	CDS	276				hypothetical protein
MNONLJBP_05160	CDS	663	rne_2	3.1.26.12		Ribonuclease E
MNONLJBP_05161	CDS	258				hypothetical protein
MNONLJBP_05162	CDS	495				hypothetical protein
MNONLJBP_05163	CDS	270				hypothetical protein
MNONLJBP_05164	CDS	312				hypothetical protein
MNONLJBP_05165	CDS	192				hypothetical protein
MNONLJBP_05166	CDS	117				hypothetical protein
MNONLJBP_05167	CDS	177				hypothetical protein
MNONLJBP_05168	CDS	348				hypothetical protein
MNONLJBP_05169	CDS	369				hypothetical protein
MNONLJBP_05170	CDS	123				hypothetical protein
MNONLJBP_05171	CDS	141				hypothetical protein
MNONLJBP_05172	CDS	735				hypothetical protein
MNONLJBP_05173	CDS	153				hypothetical protein
MNONLJBP_05174	CDS	234				hypothetical protein
MNONLJBP_05175	CDS	219				hypothetical protein
MNONLJBP_05176	CDS	504				hypothetical protein
MNONLJBP_05177	CDS	396				hypothetical protein
MNONLJBP_05178	CDS	741				hypothetical protein
MNONLJBP_05179	CDS	375				hypothetical protein
MNONLJBP_05180	CDS	231				hypothetical protein
MNONLJBP_05181	CDS	687				hypothetical protein
MNONLJBP_05182	CDS	471	tkt_2	2.2.1.1		Transketolase
MNONLJBP_05183	CDS	291				hypothetical protein
MNONLJBP_05184	CDS	594	pepD_1	3.4.-.-	COG4690	Dipeptidase
MNONLJBP_05185	CDS	162				hypothetical protein
MNONLJBP_05186	CDS	270				hypothetical protein
MNONLJBP_05187	CDS	390				hypothetical protein
MNONLJBP_05188	CDS	531	mntP		COG1971	putative manganese efflux pump MntP
MNONLJBP_05189	CDS	231				hypothetical protein
MNONLJBP_05190	CDS	126				hypothetical protein
MNONLJBP_05191	CDS	135				hypothetical protein
MNONLJBP_05192	CDS	225				hypothetical protein
MNONLJBP_05193	CDS	234				hypothetical protein
MNONLJBP_05194	CDS	153				hypothetical protein
MNONLJBP_05195	CDS	231				hypothetical protein
MNONLJBP_05196	CDS	174				hypothetical protein
MNONLJBP_05197	CDS	222				hypothetical protein
MNONLJBP_05198	CDS	165				hypothetical protein
MNONLJBP_05199	CDS	327				hypothetical protein
MNONLJBP_05200	CDS	177	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MNONLJBP_05201	CDS	216				hypothetical protein
MNONLJBP_05202	CDS	285				hypothetical protein
MNONLJBP_05203	CDS	219				hypothetical protein
MNONLJBP_05204	CDS	216				hypothetical protein
MNONLJBP_05205	CDS	207				hypothetical protein
MNONLJBP_05206	CDS	111				hypothetical protein
MNONLJBP_05207	CDS	501				hypothetical protein
MNONLJBP_05208	CDS	549	ispD_2	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MNONLJBP_05209	CDS	219				hypothetical protein
MNONLJBP_05210	CDS	321				hypothetical protein
MNONLJBP_05211	CDS	333				hypothetical protein
MNONLJBP_05212	CDS	297				hypothetical protein
MNONLJBP_05213	CDS	690				hypothetical protein
MNONLJBP_05214	CDS	219				hypothetical protein
MNONLJBP_05215	CDS	237				hypothetical protein
MNONLJBP_05216	CDS	630				hypothetical protein
MNONLJBP_05217	CDS	132				hypothetical protein
MNONLJBP_05218	CDS	348				hypothetical protein
MNONLJBP_05219	CDS	186				hypothetical protein
MNONLJBP_05220	CDS	357				hypothetical protein
MNONLJBP_05221	CDS	390				hypothetical protein
MNONLJBP_05222	CDS	222				hypothetical protein
MNONLJBP_05223	CDS	228				hypothetical protein
MNONLJBP_05224	CDS	318				hypothetical protein
MNONLJBP_05225	CDS	294				hypothetical protein
MNONLJBP_05226	CDS	249				hypothetical protein
MNONLJBP_05227	CDS	222				hypothetical protein
MNONLJBP_05228	CDS	159				hypothetical protein
MNONLJBP_05229	CDS	156				hypothetical protein
MNONLJBP_05230	CDS	486	rpoA_2	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MNONLJBP_05231	CDS	180				hypothetical protein
MNONLJBP_05232	CDS	213				hypothetical protein
MNONLJBP_05233	CDS	492				hypothetical protein
MNONLJBP_05234	CDS	342	ispD_3	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MNONLJBP_05235	CDS	222				hypothetical protein
MNONLJBP_05236	CDS	366				hypothetical protein
MNONLJBP_05237	CDS	111				hypothetical protein
MNONLJBP_05238	CDS	384	rplT_2		COG0292	50S ribosomal protein L20
MNONLJBP_05239	CDS	168				hypothetical protein
MNONLJBP_05240	CDS	126				hypothetical protein
MNONLJBP_05241	CDS	90				hypothetical protein
MNONLJBP_05242	CDS	264				hypothetical protein
MNONLJBP_05243	CDS	363				hypothetical protein
MNONLJBP_05244	CDS	225				hypothetical protein
MNONLJBP_05245	CDS	441	bkdB_2	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
MNONLJBP_05246	CDS	222				hypothetical protein
MNONLJBP_05247	CDS	120				hypothetical protein
MNONLJBP_05248	CDS	207				hypothetical protein
MNONLJBP_05249	CDS	342				hypothetical protein
MNONLJBP_05250	CDS	303				hypothetical protein
MNONLJBP_05251	CDS	267	folD_2		COG0190	Bifunctional protein FolD protein
MNONLJBP_05252	CDS	177				hypothetical protein
MNONLJBP_05253	CDS	285				hypothetical protein
MNONLJBP_05254	CDS	111				hypothetical protein
MNONLJBP_05255	CDS	600	pth_2	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MNONLJBP_05256	CDS	309	ricR_3		COG1937	Copper-sensing transcriptional repressor RicR
MNONLJBP_05257	CDS	624				hypothetical protein
MNONLJBP_05258	CDS	603	bgaB	3.2.1.23	COG1874	Beta-galactosidase BgaB
MNONLJBP_05259	CDS	210				hypothetical protein
MNONLJBP_05260	CDS	423				hypothetical protein
MNONLJBP_05261	CDS	393				hypothetical protein
MNONLJBP_05262	CDS	117				hypothetical protein
MNONLJBP_05263	CDS	576		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MNONLJBP_05264	CDS	609	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
MNONLJBP_05265	CDS	420				hypothetical protein
MNONLJBP_05266	CDS	453	tadA_4	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MNONLJBP_05267	CDS	252				hypothetical protein
MNONLJBP_05268	CDS	177				hypothetical protein
MNONLJBP_05269	CDS	411				hypothetical protein
MNONLJBP_05270	CDS	177				hypothetical protein
MNONLJBP_05271	CDS	129				hypothetical protein
MNONLJBP_05272	CDS	600				hypothetical protein
MNONLJBP_05273	CDS	369	leuS_2	6.1.1.4	COG0495	Leucine--tRNA ligase
MNONLJBP_05274	CDS	282				hypothetical protein
MNONLJBP_05275	CDS	207				hypothetical protein
MNONLJBP_05276	CDS	468				hypothetical protein
MNONLJBP_05277	CDS	486	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MNONLJBP_05278	CDS	486				hypothetical protein
MNONLJBP_05279	CDS	318				hypothetical protein
MNONLJBP_05280	CDS	192				hypothetical protein
MNONLJBP_05281	CDS	189				hypothetical protein
MNONLJBP_05282	CDS	177				hypothetical protein
MNONLJBP_05283	CDS	288				IS3 family transposase ISBlo9
MNONLJBP_05284	CDS	171				hypothetical protein
MNONLJBP_05285	CDS	480	smpB_2		COG0691	SsrA-binding protein
MNONLJBP_05286	CDS	369				hypothetical protein
MNONLJBP_05287	CDS	267				hypothetical protein
MNONLJBP_05288	CDS	357				hypothetical protein
MNONLJBP_05289	CDS	162				hypothetical protein
MNONLJBP_05290	CDS	561				hypothetical protein
MNONLJBP_05291	CDS	246				hypothetical protein
MNONLJBP_05292	CDS	318				hypothetical protein
MNONLJBP_05293	CDS	666			COG1132	putative ABC transporter ATP-binding protein
MNONLJBP_05294	CDS	345				hypothetical protein
MNONLJBP_05295	CDS	228				hypothetical protein
MNONLJBP_05296	CDS	114				hypothetical protein
MNONLJBP_05297	CDS	360				hypothetical protein
MNONLJBP_05298	CDS	369				hypothetical protein
MNONLJBP_05299	CDS	399				hypothetical protein
MNONLJBP_05300	CDS	258				hypothetical protein
MNONLJBP_05301	CDS	252				hypothetical protein
MNONLJBP_05302	CDS	216				hypothetical protein
MNONLJBP_05303	CDS	129				hypothetical protein
MNONLJBP_05304	CDS	459				hypothetical protein
MNONLJBP_05305	CDS	198				hypothetical protein
MNONLJBP_05306	CDS	177				hypothetical protein
MNONLJBP_05307	CDS	345				hypothetical protein
MNONLJBP_05308	CDS	525				hypothetical protein
MNONLJBP_05309	CDS	243				hypothetical protein
MNONLJBP_05310	CDS	141				hypothetical protein
MNONLJBP_05311	CDS	381	ybeM	3.5.1.128		Deaminated glutathione amidase
MNONLJBP_05312	CDS	204	nadE_2	6.3.5.1		Glutamine-dependent NAD(+) synthetase
MNONLJBP_05313	CDS	237				hypothetical protein
MNONLJBP_05314	CDS	327				hypothetical protein
MNONLJBP_05315	CDS	222				hypothetical protein
MNONLJBP_05316	CDS	177				hypothetical protein
MNONLJBP_05317	CDS	225				hypothetical protein
MNONLJBP_05318	CDS	231				hypothetical protein
MNONLJBP_05319	CDS	90				hypothetical protein
MNONLJBP_05320	CDS	513				hypothetical protein
MNONLJBP_05321	CDS	153				hypothetical protein
MNONLJBP_05322	CDS	420				hypothetical protein
MNONLJBP_05323	CDS	255				hypothetical protein
MNONLJBP_05324	CDS	378	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
MNONLJBP_05325	CDS	96				hypothetical protein
MNONLJBP_05326	CDS	234				hypothetical protein
MNONLJBP_05327	CDS	354				hypothetical protein
MNONLJBP_05328	CDS	135				hypothetical protein
MNONLJBP_05329	CDS	204				hypothetical protein
MNONLJBP_05330	CDS	174				hypothetical protein
MNONLJBP_05331	CDS	303				hypothetical protein
MNONLJBP_05332	CDS	486				hypothetical protein
MNONLJBP_05333	CDS	342	dut_2	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
MNONLJBP_05334	CDS	483				hypothetical protein
MNONLJBP_05335	CDS	105				hypothetical protein
MNONLJBP_05336	CDS	258				hypothetical protein
MNONLJBP_05337	CDS	198				hypothetical protein
MNONLJBP_05338	CDS	171				hypothetical protein
MNONLJBP_05339	CDS	144				hypothetical protein
MNONLJBP_05340	CDS	120				hypothetical protein
MNONLJBP_05341	CDS	504	lysA_2	4.1.1.20		Diaminopimelate decarboxylase
MNONLJBP_05342	CDS	555				hypothetical protein
MNONLJBP_05343	CDS	603				hypothetical protein
MNONLJBP_05344	CDS	255				hypothetical protein
MNONLJBP_05345	CDS	375				hypothetical protein
MNONLJBP_05346	CDS	234				hypothetical protein
MNONLJBP_05347	CDS	510				hypothetical protein
MNONLJBP_05348	CDS	318				hypothetical protein
MNONLJBP_05349	CDS	114				hypothetical protein
MNONLJBP_05350	CDS	399				hypothetical protein
MNONLJBP_05351	CDS	282				hypothetical protein
MNONLJBP_05352	CDS	234				hypothetical protein
MNONLJBP_05353	CDS	405				hypothetical protein
MNONLJBP_05354	CDS	327				hypothetical protein
MNONLJBP_05355	CDS	492				hypothetical protein
MNONLJBP_05356	CDS	204				hypothetical protein
MNONLJBP_05357	CDS	207				hypothetical protein
MNONLJBP_05358	CDS	585	rihA_2	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
MNONLJBP_05359	CDS	309				hypothetical protein
MNONLJBP_05360	CDS	558				hypothetical protein
MNONLJBP_05361	CDS	591				hypothetical protein
MNONLJBP_05362	CDS	342	pyrG_2	6.3.4.2	COG0504	CTP synthase
MNONLJBP_05363	CDS	156				hypothetical protein
MNONLJBP_05364	CDS	612				hypothetical protein
MNONLJBP_05365	CDS	234				hypothetical protein
MNONLJBP_05366	CDS	585				hypothetical protein
MNONLJBP_05367	CDS	384	hisG_2	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MNONLJBP_05368	CDS	345				hypothetical protein
MNONLJBP_05369	CDS	486		2.7.1.-		putative ketoamine kinase
MNONLJBP_05370	CDS	156	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
MNONLJBP_05371	CDS	159				hypothetical protein
MNONLJBP_05372	CDS	267				hypothetical protein
MNONLJBP_05373	CDS	552				hypothetical protein
MNONLJBP_05374	CDS	309				hypothetical protein
MNONLJBP_05375	CDS	480				hypothetical protein
MNONLJBP_05376	CDS	264				hypothetical protein
MNONLJBP_05377	CDS	144				hypothetical protein
MNONLJBP_05378	CDS	171				hypothetical protein
MNONLJBP_05379	CDS	483	tmk_2	2.7.4.9		Thymidylate kinase
MNONLJBP_05380	CDS	543	helY_2	3.6.4.-	COG4581	putative helicase HelY
MNONLJBP_05381	CDS	369				hypothetical protein
MNONLJBP_05382	CDS	384				hypothetical protein
MNONLJBP_05383	CDS	189				hypothetical protein
MNONLJBP_05384	CDS	162				hypothetical protein
MNONLJBP_05385	CDS	111				hypothetical protein
MNONLJBP_05386	CDS	279				hypothetical protein
MNONLJBP_05387	CDS	99				hypothetical protein
MNONLJBP_05388	CDS	225				hypothetical protein
MNONLJBP_05389	CDS	180				hypothetical protein
MNONLJBP_05390	CDS	552				hypothetical protein
MNONLJBP_05391	CDS	351				hypothetical protein
MNONLJBP_05392	CDS	228				hypothetical protein
MNONLJBP_05393	CDS	276	cutC			Copper homeostasis protein CutC
MNONLJBP_05394	CDS	273				hypothetical protein
MNONLJBP_05395	CDS	366				hypothetical protein
MNONLJBP_05396	CDS	462				hypothetical protein
MNONLJBP_05397	CDS	546				hypothetical protein
MNONLJBP_05398	CDS	354	yhjE_3			Inner membrane metabolite transport protein YhjE
MNONLJBP_05399	CDS	243	mpa_2			Proteasome-associated ATPase
MNONLJBP_05400	CDS	546				Protein MG115 
MNONLJBP_05401	CDS	414				hypothetical protein
MNONLJBP_05402	CDS	561				hypothetical protein
MNONLJBP_05403	CDS	171				hypothetical protein
MNONLJBP_05404	CDS	279	sepF_2		COG1799	Cell division protein SepF
MNONLJBP_05405	CDS	456	crcB_2			Putative fluoride ion transporter CrcB
MNONLJBP_05406	CDS	561				hypothetical protein
MNONLJBP_05407	CDS	621				hypothetical protein
MNONLJBP_05408	CDS	261				hypothetical protein
MNONLJBP_05409	CDS	285				hypothetical protein
MNONLJBP_05410	CDS	303	GFM1			Elongation factor G, mitochondrial
MNONLJBP_05411	CDS	144				hypothetical protein
MNONLJBP_05412	CDS	174				hypothetical protein
MNONLJBP_05413	CDS	351				hypothetical protein
MNONLJBP_05414	CDS	198				hypothetical protein
MNONLJBP_05415	CDS	330				hypothetical protein
MNONLJBP_05416	CDS	336				hypothetical protein
MNONLJBP_05417	CDS	369				hypothetical protein
MNONLJBP_05418	CDS	366				hypothetical protein
MNONLJBP_05419	CDS	108				hypothetical protein
MNONLJBP_05420	CDS	222				hypothetical protein
MNONLJBP_05421	CDS	210				hypothetical protein
MNONLJBP_05422	CDS	564				hypothetical protein
MNONLJBP_05423	CDS	573	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MNONLJBP_05424	CDS	438				hypothetical protein
MNONLJBP_05425	tRNA	78				tRNA-Arg(cct)
MNONLJBP_05426	CDS	285				hypothetical protein
MNONLJBP_05427	CDS	423				hypothetical protein
MNONLJBP_05428	CDS	138				hypothetical protein
MNONLJBP_05429	CDS	126				hypothetical protein
MNONLJBP_05430	CDS	270				hypothetical protein
MNONLJBP_05431	CDS	306				hypothetical protein
MNONLJBP_05432	CDS	270				hypothetical protein
MNONLJBP_05433	CDS	204	pcp_2	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
MNONLJBP_05434	CDS	378				hypothetical protein
MNONLJBP_05435	tRNA	76				tRNA-Trp(cca)
MNONLJBP_05436	CDS	321				hypothetical protein
MNONLJBP_05437	CDS	90				hypothetical protein
MNONLJBP_05438	CDS	336	pdxT_2	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
MNONLJBP_05439	CDS	228				hypothetical protein
MNONLJBP_05440	CDS	165				hypothetical protein
MNONLJBP_05441	CDS	507	purA_2	6.3.4.4	COG0104	Adenylosuccinate synthetase
MNONLJBP_05442	CDS	417				hypothetical protein
MNONLJBP_05443	CDS	237				hypothetical protein
MNONLJBP_05444	CDS	561				hypothetical protein
MNONLJBP_05445	CDS	390	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
MNONLJBP_05446	CDS	246				hypothetical protein
MNONLJBP_05447	CDS	501				hypothetical protein
MNONLJBP_05448	CDS	267	rpsK_2		COG0100	30S ribosomal protein S11
MNONLJBP_05449	CDS	456	rplO_2		COG0200	50S ribosomal protein L15
MNONLJBP_05450	CDS	258	dapB_2	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MNONLJBP_05451	CDS	393				hypothetical protein
MNONLJBP_05452	CDS	285				hypothetical protein
MNONLJBP_05453	tRNA	74				tRNA-Ala(tgc)
MNONLJBP_05454	CDS	126				hypothetical protein
MNONLJBP_05455	CDS	516	lysS1_2	6.1.1.6	COG1190	Lysine--tRNA ligase 1
MNONLJBP_05456	CDS	522				hypothetical protein
MNONLJBP_05457	CDS	198	trpA_2	4.2.1.20		Tryptophan synthase alpha chain
MNONLJBP_05458	CDS	342				hypothetical protein
MNONLJBP_05459	CDS	216				hypothetical protein
MNONLJBP_05460	CDS	150				hypothetical protein
MNONLJBP_05461	CDS	300				hypothetical protein
MNONLJBP_05462	CDS	570	argO_3			Arginine exporter protein ArgO
MNONLJBP_05463	CDS	444	aroQ_2	4.2.1.10	COG0757	3-dehydroquinate dehydratase
MNONLJBP_05464	CDS	294				hypothetical protein
MNONLJBP_05465	CDS	186				hypothetical protein
MNONLJBP_05466	CDS	384				hypothetical protein
MNONLJBP_05467	CDS	144				hypothetical protein
MNONLJBP_05468	CDS	414				hypothetical protein
MNONLJBP_05469	CDS	306	macB	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
MNONLJBP_05470	CDS	273				hypothetical protein
MNONLJBP_05471	CDS	573	aroE_2	1.1.1.25		Shikimate dehydrogenase (NADP(+))
MNONLJBP_05472	CDS	207				hypothetical protein
